umap1,umap2,cluster,protein
9.366021,0.6651016,121,Sphmag17G036900.1.p
5.36575,1.682902,-1,Sphmag17G106500.1.p
7.831027,4.0666375,-1,Sphmag17G006700.1.p
3.679894,-4.4823227,248,Sphmag17G090500.1.p
-3.3639717,2.2545655,43,Sphmag17G005300.1.p
6.594386,-2.6886559,-1,Sphmag17G061900.1.p
5.2469273,0.59910375,-1,Sphmag17G019500.1.p
11.07966,6.09923,-1,Sphmag17G028900.1.p
10.242003,5.766062,235,Sphmag17G080100.1.p
13.672397,-5.4232316,36,Sphmag17G000100.1.p
11.079295,6.3279743,-1,Sphmag17G093800.1.p
-0.6963208,-6.9799857,35,Sphmag17G080800.1.p
-1.8396875,-6.9622974,34,Sphmag17G058500.1.p
8.620322,-6.0313587,137,Sphmag17G054800.1.p
14.750986,2.6972888,71,Sphmag17G070700.1.p
2.4911559,1.0952547,92,Sphmag17G075000.1.p
5.784393,-0.992168,225,Sphmag17G106400.1.p
6.3109884,-6.0084333,137,Sphmag17G035600.1.p
13.567395,0.11551994,-1,Sphmag17G050400.1.p
14.515408,3.8149166,68,Sphmag17G001400.1.p
7.216032,2.7814684,-1,Sphmag17G011800.1.p
11.594679,10.122208,69,Sphmag17G051700.1.p
8.945036,3.9337916,-1,Sphmag17G038400.1.p
5.300875,-2.2181313,-1,Sphmag17G076100.1.p
11.205002,-9.090532,44,Sphmag17G009600.1.p
9.31625,3.1950672,175,Sphmag17G020200.1.p
2.051661,1.3911943,91,Sphmag17G064700.1.p
8.379452,4.6686006,-1,Sphmag17G060700.1.p
9.959831,1.1130971,-1,Sphmag17G047900.1.p
3.2144847,-2.4972038,134,Sphmag17G059000.1.p
8.618445,7.2341213,48,Sphmag17G095600.1.p
13.729779,1.1681719,80,Sphmag17G012000.1.p
5.953542,0.44153917,231,Sphmag17G019400.1.p
11.829092,10.265607,69,Sphmag17G102400.1.p
14.307189,9.087956,8,Sphmag17G072300.1.p
9.57384,4.89392,-1,Sphmag17G036700.1.p
8.713249,-3.0314546,76,Sphmag17G042900.1.p
5.9488015,1.5747638,207,Sphmag17G031400.1.p
12.229538,6.703827,236,Sphmag17G021700.1.p
13.503099,-2.6131618,56,Sphmag17G108800.1.p
5.1215453,-2.3479419,214,Sphmag17G019700.1.p
4.884101,-4.68822,-1,Sphmag17G083900.1.p
11.281269,6.210324,-1,Sphmag17G092300.1.p
-1.0368987,2.3068817,65,Sphmag17G027900.1.p
6.087574,-6.3655605,137,Sphmag17G091400.1.p
9.216589,4.5737424,-1,Sphmag17G109800.1.p
7.7954144,1.8317549,-1,Sphmag17G046400.1.p
7.1041603,0.11230431,210,Sphmag17G054300.1.p
8.618584,7.4392304,48,Sphmag17G097900.1.p
18.463774,2.6442435,3,Sphmag17G029400.1.p
5.4863567,0.37254503,193,Sphmag17G104000.1.p
11.03443,-7.30234,52,Sphmag17G065700.1.p
-2.9728322,4.2096605,-1,Sphmag17G033700.1.p
8.17331,4.310474,-1,Sphmag17G054700.1.p
13.479184,-2.6418607,56,Sphmag17G108700.1.p
-1.5067104,3.173691,64,Sphmag17G053100.1.p
4.4584637,-2.4369373,182,Sphmag17G090700.1.p
2.047028,-0.47322044,120,Sphmag17G009000.1.p
13.236547,-6.2637353,36,Sphmag17G001300.1.p
8.976082,3.7915244,-1,Sphmag17G087100.1.p
3.1995008,-2.6340687,134,Sphmag17G051400.1.p
6.326928,2.484748,-1,Sphmag17G054100.1.p
6.8087497,3.7612207,-1,Sphmag17G039800.1.p
3.7918863,-4.788572,248,Sphmag17G092200.1.p
10.422094,5.9106035,-1,Sphmag17G006800.1.p
6.3601084,1.7691321,-1,Sphmag17G019800.1.p
10.571869,9.863765,70,Sphmag17G002800.1.p
7.2521086,-5.977127,137,Sphmag17G084800.1.p
4.3423533,-3.4694953,-1,Sphmag17G098200.1.p
-3.8502257,-1.6613572,22,Sphmag17G081000.1.p
7.197418,1.9915346,-1,Sphmag17G003000.1.p
-0.5464012,-10.004589,12,Sphmag17G018200.1.p
11.563498,6.2988176,239,Sphmag17G090200.1.p
11.642693,-0.5784181,83,Sphmag17G066500.1.p
5.198871,3.2256863,-1,Sphmag17G010000.1.p
10.097401,6.346758,-1,Sphmag17G034400.1.p
6.14396,-3.7678936,97,Sphmag17G050100.1.p
4.1756043,3.8006182,146,Sphmag17G023100.1.p
4.6040907,-5.4901237,137,Sphmag17G033900.1.p
4.954321,-2.1759436,214,Sphmag17G037000.1.p
7.2487826,0.5616966,-1,Sphmag17G025100.1.p
-1.7741635,5.7243123,29,Sphmag17G004200.1.p
9.035732,4.3211536,244,Sphmag17G000200.1.p
4.0918975,-5.1171875,-1,Sphmag17G004900.1.p
1.8476723,-4.293036,136,Sphmag17G035200.1.p
6.614589,-0.62205154,230,Sphmag17G092600.1.p
6.905835,0.8321704,194,Sphmag17G061500.1.p
4.553052,4.0927625,140,Sphmag17G021200.1.p
0.9706048,-3.4695642,-1,Sphmag17G038000.1.p
9.278711,3.5729957,175,Sphmag17G015800.1.p
0.95090425,0.7659838,75,Sphmag17G067500.1.p
13.189972,0.39349148,82,Sphmag17G099600.1.p
5.5916376,0.3550994,193,Sphmag17G002200.1.p
8.568185,4.0296326,-1,Sphmag17G078900.1.p
8.086874,3.997653,217,Sphmag17G046000.1.p
14.512769,3.8137105,68,Sphmag17G084400.1.p
13.586243,1.4056312,80,Sphmag17G030800.1.p
10.463267,-1.3668069,126,Sphmag17G078400.1.p
-0.4434124,-10.113248,12,Sphmag17G018300.1.p
7.737155,3.449699,-1,Sphmag17G095800.1.p
10.511779,-0.9763114,-1,Sphmag17G055600.1.p
11.105726,-8.9925785,44,Sphmag17G083500.1.p
13.571586,0.11295609,-1,Sphmag17G052800.1.p
6.3044777,0.6482782,-1,Sphmag17G046300.1.p
7.3253446,1.4565777,211,Sphmag17G057800.1.p
7.2725153,0.07025462,-1,Sphmag17G045000.1.p
-1.021262,-7.1717653,38,Sphmag17G017600.1.p
4.051077,-2.8335507,185,Sphmag17G012600.1.p
5.085016,-5.3740396,137,Sphmag17G048500.1.p
2.1461387,-3.3905659,-1,Sphmag17G030400.1.p
7.984312,3.6306403,217,Sphmag17G085300.1.p
13.506309,-2.5737202,56,Sphmag17G108400.1.p
3.7144306,4.081292,-1,Sphmag17G097600.1.p
5.496141,-5.2990756,137,Sphmag17G011600.1.p
-6.190269,1.1566161,14,Sphmag17G067600.1.p
5.5550385,1.7030966,-1,Sphmag17G031500.1.p
1.2111503,-13.396901,2,Sphmag17G035500.1.p
11.287489,6.0379543,238,Sphmag17G052400.1.p
8.808751,4.064189,-1,Sphmag17G009100.1.p
11.369826,6.7471433,242,Sphmag17G031000.1.p
5.5690613,-1.4353359,-1,Sphmag17G070500.1.p
8.491881,3.6621075,-1,Sphmag17G056900.1.p
6.1575375,-1.8578849,214,Sphmag17G062200.1.p
4.6511526,-9.087547,63,Sphmag17G020900.1.p
6.4468307,-1.0662491,-1,Sphmag17G074800.1.p
3.359662,-4.3780165,247,Sphmag17G081200.1.p
1.5167116,-1.0561054,122,Sphmag17G068100.1.p
3.3286946,0.25715744,-1,Sphmag17G072000.1.p
8.600418,-6.011931,137,Sphmag17G054400.1.p
-1.3190095,11.429555,1,Sphmag17G069500.1.p
11.64887,9.918801,69,Sphmag17G089600.1.p
3.2235658,-4.4423623,247,Sphmag17G020700.1.p
3.0993135,-5.0432773,172,Sphmag17G036800.1.p
3.1947455,-2.6319046,134,Sphmag17G049300.1.p
6.7136917,-4.660116,137,Sphmag17G031900.1.p
2.4238315,-4.325898,144,Sphmag17G057400.1.p
10.768243,-1.1737599,116,Sphmag17G085600.1.p
8.05302,2.775544,177,Sphmag17G099500.1.p
4.5332665,-5.5817943,137,Sphmag17G060000.1.p
4.0398593,-3.926077,246,Sphmag17G048200.1.p
4.8869762,-2.688184,-1,Sphmag17G056700.1.p
8.27518,-0.31035072,167,Sphmag17G098900.1.p
-1.258491,2.2507863,65,Sphmag17G104300.1.p
11.59514,10.098747,69,Sphmag17G050300.1.p
-3.4741604,2.164977,43,Sphmag17G109100.1.p
8.253639,2.5425198,-1,Sphmag17G077100.1.p
3.6807277,-3.721191,-1,Sphmag17G086500.1.p
5.092775,6.3511586,60,Sphmag17G099400.1.p
9.265311,3.5092595,175,Sphmag17G016100.1.p
3.2333505,-3.3568017,196,Sphmag17G053700.1.p
-1.3176582,11.430323,1,Sphmag17G057300.1.p
7.2013116,2.0889351,211,Sphmag17G099800.1.p
-0.7995133,2.059024,65,Sphmag17G073800.1.p
9.851594,5.0725536,-1,Sphmag17G080300.1.p
6.237686,0.27358237,232,Sphmag17G074500.1.p
8.740899,5.5083423,106,Sphmag17G036400.1.p
3.5708747,3.454846,-1,Sphmag17G079800.1.p
16.338003,4.8146343,17,Sphmag17G078200.1.p
5.3036785,-0.866394,-1,Sphmag17G041100.1.p
10.57288,9.868866,70,Sphmag17G002700.1.p
4.4235415,-5.4909835,137,Sphmag17G042300.1.p
6.6881537,15.529222,0,Sphmag17G071300.1.p
7.410877,1.3584673,211,Sphmag17G100700.1.p
-1.9596454,-6.765134,34,Sphmag17G013300.1.p
-0.8484316,-5.1541634,61,Sphmag17G062500.1.p
5.1004295,6.3449287,60,Sphmag17G086900.1.p
5.8992944,-2.054515,214,Sphmag17G013200.1.p
5.39048,-1.926055,214,Sphmag17G007300.1.p
11.383324,6.3339047,239,Sphmag17G028700.1.p
11.395036,6.804171,-1,Sphmag17G076900.1.p
6.584075,-5.8782077,137,Sphmag17G078500.1.p
8.169988,3.5151608,-1,Sphmag17G098100.1.p
-1.4281769,3.336206,64,Sphmag17G101000.1.p
0.7734171,-1.2609621,111,Sphmag17G105600.1.p
5.3546877,-5.0095015,137,Sphmag17G081300.1.p
5.4213076,-0.440041,212,Sphmag17G055800.1.p
12.121405,6.6972203,236,Sphmag17G050600.1.p
6.4987335,-0.3601117,-1,Sphmag17G038700.1.p
5.017194,-3.9658468,-1,Sphmag17G018900.1.p
7.100822,2.9808712,-1,Sphmag17G043900.1.p
5.407131,-1.4202423,219,Sphmag17G005900.1.p
5.2114544,-0.5374723,224,Sphmag17G106700.1.p
11.343463,6.8919697,242,Sphmag17G106900.1.p
7.951449,0.27506474,189,Sphmag17G047200.1.p
8.6746435,9.813054,58,Sphmag17G103400.1.p
4.849157,0.26482323,157,Sphmag17G030500.1.p
11.593115,10.113408,69,Sphmag17G052700.1.p
5.560501,1.9174279,-1,Sphmag17G100300.1.p
10.103749,2.3362281,112,Sphmag17G097700.1.p
2.5136268,1.0821984,92,Sphmag17G075100.1.p
7.7246833,-6.6141977,137,Sphmag17G064600.1.p
5.722171,3.2309084,-1,Sphmag17G011500.1.p
3.9988637,-3.8085768,-1,Sphmag17G060600.1.p
6.7271295,0.4988766,195,Sphmag17G025500.1.p
12.364957,-4.1577206,40,Sphmag17G061300.1.p
16.971966,-0.4455671,6,Sphmag17G010600.1.p
7.959678,0.9516582,-1,Sphmag17G074200.1.p
2.2640707,-0.02463015,-1,Sphmag17G012700.1.p
2.634573,11.529349,18,Sphmag17G104900.1.p
5.781845,3.6508954,183,Sphmag17G037400.1.p
5.7138944,-5.3174295,137,Sphmag17G055100.1.p
2.0844905,-4.069029,-1,Sphmag17G072500.1.p
13.5798855,0.10453918,-1,Sphmag17G051200.1.p
1.6278098,-1.3758742,-1,Sphmag17G109700.1.p
3.7113795,4.3258677,146,Sphmag17G076200.1.p
8.381165,3.9331572,221,Sphmag17G080400.1.p
4.912908,-5.8318415,137,Sphmag17G079900.1.p
8.119402,3.9762936,217,Sphmag17G087200.1.p
5.4911456,-1.6727577,214,Sphmag17G077300.1.p
-1.3177068,11.431722,1,Sphmag17G057500.1.p
10.289378,6.243587,-1,Sphmag17G059200.1.p
9.197438,4.9662485,-1,Sphmag17G002500.1.p
5.584833,-3.072856,178,Sphmag17G033100.1.p
6.518813,-5.0847573,137,Sphmag17G083700.1.p
7.2560353,-2.9197855,161,Sphmag17G028600.1.p
5.8445964,3.2265816,-1,Sphmag17G048600.1.p
15.021809,-0.79566747,5,Sphmag17G053800.1.p
10.682823,3.5530434,94,Sphmag17G092700.1.p
5.451845,-1.9295622,214,Sphmag17G105700.1.p
8.732925,3.9561958,245,Sphmag17G107400.1.p
6.4105916,1.2183434,-1,Sphmag17G106300.1.p
2.8006918,-5.727618,141,Sphmag17G038100.1.p
3.8097665,-4.8961396,248,Sphmag17G040000.1.p
6.5645885,5.932526,59,Sphmag17G076300.1.p
6.7237935,-0.45236182,230,Sphmag17G063500.1.p
6.95772,-4.8612947,137,Sphmag17G005200.1.p
3.031841,-5.0143123,172,Sphmag17G084500.1.p
7.4474573,-6.141929,137,Sphmag17G099900.1.p
9.721426,-0.44202396,-1,Sphmag17G046800.1.p
7.8399873,-6.5878153,137,Sphmag17G077700.1.p
10.39535,2.8592732,113,Sphmag17G006300.1.p
8.307579,-4.358265,-1,Sphmag17G060800.1.p
9.724133,5.9517245,220,Sphmag17G054200.1.p
8.496038,4.3412075,-1,Sphmag17G057200.1.p
12.208971,6.671931,236,Sphmag17G025000.1.p
10.759802,8.156549,104,Sphmag17G050900.1.p
7.2504253,3.892404,215,Sphmag17G045200.1.p
6.997236,-2.1015353,150,Sphmag17G046900.1.p
4.569664,3.279072,-1,Sphmag17G100800.1.p
12.176651,6.627615,236,Sphmag17G096400.1.p
8.645742,9.848016,58,Sphmag17G103800.1.p
-0.09202222,-4.263432,62,Sphmag17G042700.1.p
-0.6947725,-6.9871044,35,Sphmag17G097300.1.p
-3.8482082,-1.6591341,22,Sphmag17G081100.1.p
11.651036,6.283076,239,Sphmag17G054000.1.p
4.6847873,-5.575202,137,Sphmag17G059900.1.p
7.9472914,0.9013247,-1,Sphmag17G109200.1.p
7.6433144,3.276262,-1,Sphmag17G027600.1.p
-1.0427064,2.392238,65,Sphmag17G002000.1.p
10.499304,6.013564,234,Sphmag17G044300.1.p
4.061472,3.951568,146,Sphmag17G090600.1.p
8.310765,-1.2360098,93,Sphmag17G070000.1.p
10.572624,9.873136,70,Sphmag17G002600.1.p
2.9095368,-4.402359,153,Sphmag17G088000.1.p
18.437075,2.5531292,3,Sphmag17G001800.1.p
9.115792,4.4465103,244,Sphmag17G102800.1.p
4.689302,-3.6420503,251,Sphmag17G083300.1.p
7.925335,0.9267655,189,Sphmag17G065200.1.p
-0.7072702,-6.847144,35,Sphmag17G019200.1.p
5.462455,5.857211,67,Sphmag17G020300.1.p
13.433442,0.373421,82,Sphmag17G100900.1.p
6.077267,-0.07222867,-1,Sphmag17G022700.1.p
8.082458,-6.046932,137,Sphmag17G094000.1.p
5.75878,0.1619775,-1,Sphmag17G043200.1.p
7.1629844,-5.9276543,137,Sphmag17G042400.1.p
6.409524,1.9122968,192,Sphmag17G106200.1.p
10.315489,-0.8461357,124,Sphmag17G091200.1.p
5.100664,0.78929955,200,Sphmag17G089800.1.p
11.044774,7.8896184,104,Sphmag17G035700.1.p
3.4994457,4.5543,146,Sphmag17G044600.1.p
4.5181885,-3.6910932,251,Sphmag17G104400.1.p
14.56085,3.7402384,68,Sphmag17G070400.1.p
4.8122587,0.031422485,-1,Sphmag17G034200.1.p
3.43378,-5.2407613,209,Sphmag17G059700.1.p
3.18699,-2.5709584,134,Sphmag17G049700.1.p
6.862888,-6.275796,137,Sphmag17G024700.1.p
8.606502,-6.0103493,137,Sphmag17G054500.1.p
7.212001,1.7009135,211,Sphmag17G013000.1.p
5.8808045,-2.27555,214,Sphmag17G025300.1.p
11.126237,-9.012452,44,Sphmag17G043700.1.p
6.1993804,-5.6213717,137,Sphmag17G038600.1.p
4.276578,-3.0693324,-1,Sphmag17G026900.1.p
5.779105,-0.5440115,226,Sphmag17G089000.1.p
6.22562,-3.1530156,159,Sphmag17G070200.1.p
-1.2733968,2.247259,65,Sphmag17G050200.1.p
9.993604,8.909342,102,Sphmag17G004500.1.p
3.2434325,3.189451,-1,Sphmag17G056500.1.p
13.506652,-2.6143463,56,Sphmag17G073400.1.p
3.8244798,-4.214719,-1,Sphmag17G077000.1.p
9.058826,2.2630563,129,Sphmag17G004000.1.p
4.85669,9.284782,-1,Sphmag17G035400.1.p
9.493388,0.6107486,121,Sphmag17G001900.1.p
8.209795,-6.3701634,137,Sphmag17G018700.1.p
4.7307186,-3.2110515,251,Sphmag17G055400.1.p
8.278114,2.288896,170,Sphmag17G101700.1.p
5.192435,3.321085,-1,Sphmag17G070800.1.p
7.198258,-0.004713956,-1,Sphmag17G026800.1.p
19.446686,-0.049015652,4,Sphmag17G069300.1.p
0.021411203,-0.95988643,89,Sphmag17G038200.1.p
7.3817463,-6.1157923,137,Sphmag17G091600.1.p
1.8808827,-0.76738447,-1,Sphmag17G048000.1.p
3.017001,-3.0210197,-1,Sphmag17G082000.1.p
8.351938,3.4720254,-1,Sphmag17G060900.1.p
5.0078382,-3.0586603,-1,Sphmag17G085200.1.p
8.904789,12.440856,30,Sphmag09G040200.1.p
3.2683604,3.5101838,143,Sphmag09G002800.1.p
10.573837,9.876445,70,Sphmag09G078900.1.p
-1.3314866,-7.028229,39,Sphmag09G074200.1.p
7.768506,3.291518,217,Sphmag09G044000.1.p
5.7985673,-5.6574078,137,Sphmag09G063200.1.p
4.2679033,4.595038,140,Sphmag09G026300.1.p
7.4974265,-2.1451242,132,Sphmag09G041000.1.p
4.7104144,1.4878646,-1,Sphmag09G072300.1.p
6.757862,5.865183,59,Sphmag09G080600.1.p
6.0263925,0.0060225627,-1,Sphmag09G058000.1.p
6.0825453,-1.8109689,214,Sphmag09G064300.1.p
5.4962573,0.44994345,-1,Sphmag09G072600.1.p
9.733723,5.8371725,220,Sphmag09G031300.1.p
5.199255,-6.0005355,137,Sphmag09G101700.1.p
4.812355,-2.0374193,-1,Sphmag09G021500.1.p
4.3741665,-3.5433998,-1,Sphmag09G016500.1.p
9.336444,3.6682405,175,Sphmag09G017600.1.p
-3.2969816,2.313975,43,Sphmag09G089700.1.p
5.6411457,-0.74993324,-1,Sphmag09G076400.1.p
4.4656587,-0.32504573,148,Sphmag09G068200.1.p
5.933387,-4.2504745,-1,Sphmag09G007800.1.p
7.8662314,-5.4281445,-1,Sphmag09G080800.1.p
9.700727,6.2078757,208,Sphmag09G045000.1.p
7.948663,3.7293782,-1,Sphmag09G090500.1.p
10.346057,2.8939886,113,Sphmag09G023200.1.p
3.9587572,-4.0123944,246,Sphmag09G008900.1.p
6.1938763,-0.7329229,230,Sphmag09G092200.1.p
4.510604,-3.9156103,-1,Sphmag09G000400.1.p
2.6715477,-5.8724613,141,Sphmag09G015200.1.p
6.073958,1.599144,-1,Sphmag09G096600.1.p
-6.522098,-1.3267514,11,Sphmag09G102000.1.p
7.3472633,-6.417866,137,Sphmag09G106900.1.p
2.0655675,-0.46702093,120,Sphmag09G062200.1.p
10.152042,2.462483,112,Sphmag09G101800.1.p
5.104782,6.3358207,60,Sphmag09G093500.1.p
6.1885176,3.3380935,-1,Sphmag09G025800.1.p
10.838082,-1.4940329,-1,Sphmag09G062700.1.p
4.123396,-8.323699,63,Sphmag09G042900.1.p
7.0187244,0.24746194,210,Sphmag09G086000.1.p
5.0401225,-5.4561687,137,Sphmag09G054400.1.p
6.1604133,-0.6309519,-1,Sphmag09G079300.1.p
10.712529,-1.508471,126,Sphmag09G021200.1.p
1.4448321,-1.0442812,122,Sphmag09G053200.1.p
9.248919,3.676668,-1,Sphmag09G017400.1.p
5.845867,2.6282516,-1,Sphmag09G032700.1.p
4.92316,-5.857807,137,Sphmag09G046900.1.p
5.673759,-1.9366279,214,Sphmag09G022700.1.p
10.128577,-1.2241982,-1,Sphmag09G012700.1.p
4.6578684,0.7186543,158,Sphmag09G048600.1.p
5.346048,3.0459785,-1,Sphmag09G063100.1.p
5.7329316,1.4198271,-1,Sphmag09G058300.1.p
8.900094,4.436602,-1,Sphmag09G102700.1.p
-0.4436484,-10.117766,12,Sphmag09G011700.1.p
3.0033412,-3.968079,197,Sphmag09G034500.1.p
4.498677,-5.564313,137,Sphmag09G082400.1.p
6.760905,-5.025939,137,Sphmag09G042000.1.p
3.7707508,-4.5256944,248,Sphmag09G034600.1.p
9.118571,4.5050664,244,Sphmag09G052500.1.p
8.391171,4.6800346,-1,Sphmag09G053600.1.p
6.5431976,-0.6372592,230,Sphmag09G067500.1.p
7.273234,1.4057063,-1,Sphmag09G072900.1.p
11.075461,6.788547,242,Sphmag09G012500.1.p
10.974349,-8.854833,44,Sphmag09G050500.1.p
8.091879,0.40812552,189,Sphmag09G036900.1.p
13.406856,0.43425608,82,Sphmag09G108400.1.p
-3.8476994,-1.6611953,22,Sphmag09G075000.1.p
4.692172,-4.0912623,-1,Sphmag09G015300.1.p
10.830555,6.810921,-1,Sphmag09G079600.1.p
8.406326,-6.110991,137,Sphmag09G105500.1.p
10.964715,-3.2948194,41,Sphmag09G003300.1.p
3.0144856,-3.6618643,-1,Sphmag09G087300.1.p
7.4486713,-2.004164,-1,Sphmag09G040600.1.p
2.625257,0.04067272,-1,Sphmag09G071000.1.p
11.90073,6.444021,239,Sphmag09G108200.1.p
6.309602,-0.6561379,230,Sphmag09G028000.1.p
7.838747,3.2993135,217,Sphmag09G059900.1.p
8.739976,4.0368176,245,Sphmag09G093200.1.p
5.4740906,5.830243,67,Sphmag09G067100.1.p
6.489134,-0.16689096,232,Sphmag09G088200.1.p
8.370062,3.0875645,201,Sphmag09G026200.1.p
7.507232,-6.491619,137,Sphmag09G090800.1.p
5.77087,2.9566617,203,Sphmag09G067400.1.p
11.090703,-8.977542,44,Sphmag09G020800.1.p
1.6206264,-1.3221177,-1,Sphmag09G022200.1.p
7.004482,5.4474845,59,Sphmag09G031100.1.p
6.357672,3.4231405,-1,Sphmag09G037900.1.p
6.5243816,2.2896154,-1,Sphmag09G020000.1.p
5.383627,3.1022315,-1,Sphmag09G016700.1.p
5.090533,0.8880784,200,Sphmag09G041300.1.p
6.26498,-5.981915,137,Sphmag09G096300.1.p
7.1173687,3.8220074,215,Sphmag09G054300.1.p
-0.68786895,-7.0204673,35,Sphmag09G017500.1.p
4.916245,1.7351846,131,Sphmag09G085900.1.p
3.0234435,-3.8463519,197,Sphmag09G102300.1.p
-1.7263838,-7.133795,33,Sphmag09G097900.1.p
3.230055,-4.3672485,247,Sphmag09G080400.1.p
2.664572,11.507699,18,Sphmag09G050200.1.p
5.443765,5.8806143,67,Sphmag09G023300.1.p
15.088991,-0.743611,5,Sphmag09G098300.1.p
4.402985,-2.8837378,-1,Sphmag09G062800.1.p
2.9430337,-3.7930226,197,Sphmag09G046200.1.p
8.420363,-4.643866,-1,Sphmag09G060100.1.p
14.7522,2.7067304,71,Sphmag09G077300.1.p
6.1479545,3.2704856,202,Sphmag09G018200.1.p
14.794882,-9.65994,-1,Sphmag09G012200.1.p
5.155939,-3.9952652,-1,Sphmag09G083300.1.p
6.108744,2.666122,-1,Sphmag09G057200.1.p
3.3775873,-6.6979065,100,Sphmag09G002100.1.p
6.2125273,3.6197827,-1,Sphmag09G086300.1.p
4.013771,-2.666712,185,Sphmag09G004700.1.p
3.2881136,-4.9290705,-1,Sphmag09G030700.1.p
10.006469,0.7547727,110,Sphmag09G082100.1.p
3.0943093,-5.1768966,-1,Sphmag09G008400.1.p
17.484722,5.9504976,15,Sphmag09G088900.1.p
4.357792,-3.7311125,251,Sphmag09G084200.1.p
9.51912,0.6299484,121,Sphmag09G066800.1.p
9.888665,5.1896157,-1,Sphmag09G041600.1.p
7.356755,2.7085834,213,Sphmag09G071700.1.p
5.1712427,-2.986864,-1,Sphmag09G027500.1.p
11.48417,7.1470656,-1,Sphmag09G032800.1.p
4.7817545,0.37518662,-1,Sphmag09G110000.1.p
-3.812991,6.2726326,24,Sphmag09G013000.1.p
11.015373,5.68982,176,Sphmag09G095300.1.p
4.4787827,-0.9756178,-1,Sphmag09G019200.1.p
6.77258,-6.5281014,-1,Sphmag09G097000.1.p
5.7937026,-1.1467493,224,Sphmag09G014600.1.p
6.507752,-5.008546,137,Sphmag09G055800.1.p
2.9538062,-5.04158,172,Sphmag09G106400.1.p
10.573745,9.878087,70,Sphmag09G076900.1.p
7.662809,1.2138686,-1,Sphmag09G088600.1.p
-2.267036,-7.3534374,32,Sphmag09G041200.1.p
1.8419646,-1.389439,-1,Sphmag09G033900.1.p
5.633501,0.3226172,193,Sphmag09G077600.1.p
2.2071078,-0.3543614,120,Sphmag09G070700.1.p
9.691351,5.3132496,-1,Sphmag09G028600.1.p
6.657005,-1.6677034,-1,Sphmag09G013400.1.p
5.0531745,-5.963158,137,Sphmag09G075700.1.p
7.207685,-6.507261,137,Sphmag09G092300.1.p
13.705652,0.9896992,80,Sphmag09G108600.1.p
5.855844,-5.5717034,137,Sphmag09G068400.1.p
4.056568,-3.8951042,246,Sphmag09G036000.1.p
3.7218356,-3.265436,-1,Sphmag09G108100.1.p
4.6340966,4.103514,140,Sphmag09G010400.1.p
5.338447,-6.7688355,-1,Sphmag09G051000.1.p
3.181088,-2.4384532,134,Sphmag09G006600.1.p
15.183266,-1.0689743,5,Sphmag09G042700.1.p
9.420162,0.62127495,121,Sphmag09G045700.1.p
5.6050305,-5.7112103,137,Sphmag09G081000.1.p
5.916548,2.5348847,-1,Sphmag09G063400.1.p
4.607039,-4.1099944,-1,Sphmag09G091000.1.p
-6.260944,1.1685281,14,Sphmag09G034000.1.p
9.437779,5.2683096,233,Sphmag09G008200.1.p
4.1944766,3.8199584,146,Sphmag09G011000.1.p
4.5872583,4.2720294,140,Sphmag09G079400.1.p
11.30366,6.5764666,242,Sphmag09G108800.1.p
3.2136955,-4.767559,172,Sphmag09G009400.1.p
8.641146,7.3065033,48,Sphmag09G018100.1.p
13.705853,0.98889923,80,Sphmag09G107200.1.p
2.5489426,-2.736704,130,Sphmag09G065700.1.p
6.645985,-4.6333356,137,Sphmag09G083200.1.p
10.911332,6.291531,241,Sphmag09G049200.1.p
3.9127421,-4.7343597,-1,Sphmag09G051900.1.p
2.244145,-0.38057092,120,Sphmag09G094300.1.p
5.4422965,5.8794622,67,Sphmag09G037300.1.p
-0.5966204,1.7904094,65,Sphmag09G077800.1.p
3.3522623,-3.968937,-1,Sphmag09G061600.1.p
7.5187135,-2.214464,132,Sphmag09G103300.1.p
7.863342,1.1268363,189,Sphmag09G044900.1.p
6.006544,2.3304436,-1,Sphmag09G100500.1.p
8.612211,3.6627963,221,Sphmag09G104900.1.p
6.9089084,8.737978,37,Sphmag09G023000.1.p
8.74703,4.047906,245,Sphmag09G104100.1.p
4.332236,-3.8635626,-1,Sphmag09G091300.1.p
2.7993214,11.31832,18,Sphmag09G102800.1.p
6.713492,-0.33943534,-1,Sphmag09G065300.1.p
13.085597,0.16379474,82,Sphmag09G073300.1.p
8.180035,2.3336613,170,Sphmag09G028200.1.p
1.3482015,-7.1105466,-1,Sphmag09G073000.1.p
3.2984986,3.9888396,-1,Sphmag09G069900.1.p
7.4210734,0.5808597,-1,Sphmag09G105400.1.p
4.74328,-6.069066,-1,Sphmag09G056900.1.p
5.3652487,-5.0834274,137,Sphmag09G014400.1.p
9.751274,-0.34615606,-1,Sphmag09G051600.1.p
4.967163,-2.4018667,214,Sphmag09G097100.1.p
9.789502,0.034803033,-1,Sphmag09G012400.1.p
6.211816,3.2375283,202,Sphmag09G071200.1.p
5.50205,2.0541377,-1,Sphmag09G072400.1.p
3.7033138,-5.77329,-1,Sphmag09G104600.1.p
7.345456,-6.1424456,137,Sphmag09G096000.1.p
7.1465025,-1.997655,150,Sphmag09G083400.1.p
1.5981693,-0.5736793,-1,Sphmag09G109200.1.p
0.6352681,-1.3067278,111,Sphmag09G021800.1.p
5.9162292,1.7922217,-1,Sphmag09G033700.1.p
3.5037017,3.7289014,142,Sphmag09G005800.1.p
-3.9296088,-1.7381287,22,Sphmag09G078200.1.p
